text,intent
!!!@@@ l#@elfkrr,gibberish
i've had fever for 2 days for 24 hrs,give_symptom
hjkl; 098,gibberish
random noise 890,gibberish
i have a rash for 4 days...,ask_symptom
pls coughing for 3 hrs for 3 hrs,give_symptom
morning!!!,greet
bye,goodbye
sore throat since morning - mild,give_symptom
asd asd asd,gibberish
i hve fever for 2 days,ask_symptom
i have a headache!!,ask_symptom
cya,goodbye
my throat hurts - very bad!!,ask_symptom
"pls hlp, i hav chst pn - mld after fod",ask_symptom
"so, severe bleeding",emergency
sore throat since morning for 2 days,give_symptom
i have fvr for 1 days in office,ask_symptom
"hey, thanks :)!?",thanks
"hey, thanks :)",thanks
i'm short sob sb for 2 days - mild!!,ask_symptom
high temp 39C for 12 mins,give_symptom
random noise 890 wq1gsdf5@wf,gibberish
help! can't breathe,emergency
i have chest pain - severe,ask_symptom
"btw, diarrhea 4 times",give_symptom
qwrty 123,gibberish
random noise 890,gibberish
hey there,greet
help! can't breathe!!!,emergency
i have chest pain,ask_symptom
random noise 890 d3g#f!s21!,gibberish
ty,thanks
i have a rash while sleeping?,ask_symptom
hjkl; 098,gibberish
heart rate 110 bpm for 6 hrs,give_symptom
skin itching after food for 3 mins,give_symptom
hjkl; 098,gibberish
my throat hurts,ask_symptom
"btw, i'm short of breath",ask_symptom
i feel weak for 24 days at home,ask_symptom
random noise 890,gibberish
chers,thanks
i have a headache for 6 hrs - slight,ask_symptom
"y,  fel wak",ask_symptom
i'm short of breath,ask_symptom
thanks,thanks
"hey, i have chest pain for 1 hrs",ask_symptom
blarg blap ashr31#!hl,gibberish
i have chest pain for 6 hrs,ask_symptom
thanks :)!!!,thanks
loremipsumdolor #!qd@ahej@r,gibberish
feeling dizzy,ask_symptom
sore throat since MORNING...,give_symptom
"btw, feeling dizzy",ask_symptom
my throat hurts,ask_symptom
i'm short of sob for 2 days?,ask_symptom
i'm coughing for 24 mins after food,ask_symptom
coghing fr 3 hrs for 24 hrs!!!,give_symptom
good evening!?,greet
blarg blap,gibberish
skin itching after food for 1 hrs - severe,give_symptom
blood pressure 150/90 in office,give_symptom
asd asd asd q!1@f521,gibberish
loremipsumdolor h#r#e#da4,gibberish
i have a headache,ask_symptom
my throat hurts - slght in office!?,ask_symptom
heart rate 110 BPM for 1 days,give_symptom
vmtng now,give_symptom
high temp 39C,give_symptom
i'm short of breath,ask_symptom
my throat hurts for 4 hrs - moderate,ask_symptom
see ya,goodbye
??!!??,gibberish
i feel weak,ask_symptom
unconscious for 12 hrs - very bad,emergency
random noise 890,gibberish
feeling dizzy - severe,ask_symptom
hi,greet
ggggggg,gibberish
i feel nauseous,ask_symptom
hi,greet
i have fver for 2 mns aftr xercse!!!,ask_symptom
i have a headache,ask_symptom
i feel weak for 2 hrs,ask_symptom
i'm short of breath!!!,ask_symptom
"btw, i feel nauseous",ask_symptom
i FEEL nauseous,ask_symptom
ty,thanks
i have a rash,ask_symptom
"btw, ty",thanks
i have a headache,ask_symptom
heart rate 110 bpm for 2 mins after food,give_symptom
i'm coughing - very bad,ask_symptom
i have a headache after food!?,ask_symptom
hiya,greet
see ya,goodbye
blarg blap,gibberish
see ya,goodbye
random noise 890,gibberish
good morning,greet
blood pressure 150/90 for 2 mins...,give_symptom
"hey, i feel weak for 12 mins",ask_symptom
THNKS,thanks
loremipsumdolor rr#d#!!kses,gibberish
unconscious,emergency
much pprecited!!!,thanks
feeling dizzy - slight,ask_symptom
tightness in chest for 6 hrs - moderate,give_symptom
help! can't breathe!?,emergency
"so, high temp 39C",give_symptom
"hey, thanks",thanks
hi,greet
talk later,goodbye
cheers,thanks
"btw, i feel nauseous",ask_symptom
asd asd asd,gibberish
my throat hurts!!!,ask_symptom
"hi, loss of vision while sleeping",emergency
hey!!!,greet
??!!??,gibberish
"hey, feeling dizzy after food",ask_symptom
i feel weak,ask_symptom
"btw, hiya",greet
"pls help, i have a headache for 12 mins",ask_symptom
i feel nauseous for 12 days,ask_symptom
ggggggg djl2,gibberish
??!!?? f#j1shgwll,gibberish
loss of vision for 1 days - very bad,emergency
i've had fever for 2 days for 6 hrs,give_symptom
i have a rash for 2 days after food,ask_symptom
i feel weak - slight,ask_symptom
"hey, heart rate 110 bpm!?",give_symptom
high temp 39C for 3 days after food,give_symptom
feeling dizzy,ask_symptom
i'm short of breath,ask_symptom
"yo, i feel nauseous for 6 mins while sleeping",ask_symptom
asd asd asd drf54#h@!adq,gibberish
qwrty 123 ghrs4wkes,gibberish
ggggggg 3ra3s5r#,gibberish
loremipsumdolor,gibberish
loremipsumdolor,gibberish
YO!!!,greet
tightness in chest for 4 days - MILD,give_symptom
!!!@@@,gibberish
"so, skin itching after food",give_symptom
thank you,thanks
ggggggg ga1gf@4s2,gibberish
bye bye,goodbye
i'm coughing for 1 hrs,ask_symptom
"so, sore throat since morning for 1 days - very bad while sleeping",give_symptom
i have fever - moderate,ask_symptom
cheers,thanks
ggggggg w@esw5ss!l@e,gibberish
i have a rash while sleeping,ask_symptom
!!!@@@,gibberish
ty,thanks
my throat hurts - very bad,ask_symptom
!!!@@@,gibberish
SEVERE burn!?,emergency
my throat hurts - moderate after exercise,ask_symptom
random noise 890 k4wkl#!,gibberish
"btw, talk later",goodbye
se ya,goodbye
thnks a lot?,thanks
vomiting now for 2 hrs after exercise,give_symptom
"pls help, i feel nauseous for 3 mins",ask_symptom
thx,thanks
i have a headache - slight,ask_symptom
"so, thx",thanks
i'm coughing...,ask_symptom
thanks a lot,thanks
!!!@@@,gibberish
coughing for 3 hrs at home,give_symptom
my throt hrts fr 4 mns,ask_symptom
asd asd asd,gibberish
"btw, i have fever for 1 mins while sleeping...",ask_symptom
HIY,greet
"hey, severe allergic reaction for 3 hrs - very bad",emergency
i feel weak for 1 mins - severe,ask_symptom
'm coghing for 1 mns after food...,ask_symptom
??!!??,gibberish
yo...,greet
qwrty 123 !1aqqr41k@,gibberish
vomiting now,give_symptom
farewell,goodbye
i have a headache,ask_symptom
yo,greet
i have fever,ask_symptom
i've had fever for 2 days - severe,give_symptom
thanks,thanks
feeling dizzy,ask_symptom
hey there,greet
i have a rash,ask_symptom
hy thr!!!,greet
zzzzzzzz,gibberish
i feel nauseous for 1 days - severe after exercise,ask_symptom
loremipsumdolor,gibberish
i'm short of sob,ask_symptom
pls god mornng,greet
"hey, much appreciated",thanks
i have a headache for 6 hrs,ask_symptom
random noise 890,gibberish
i'm coughing while sleeping,ask_symptom
pls thanks :),thanks
rgnt ambulance fr 12 hrs - moderate whil sleeping,emergency
thanks :)...,thanks
cya,goodbye
cheers,thanks
zzzzzzzz,gibberish
i feel weak?,ask_symptom
i have a headache for 24 hrs - severe,ask_symptom
hi,greet
i have chest pain - mild,ask_symptom
i'm short F brath whle sleepng!!,ask_symptom
qwrty 123 lsrg@gf,gibberish
blood pressure 150/90,give_symptom
"btw, feeling dizzy for 6 days - moderate",ask_symptom
ggggggg re!4wq5a#wl3,gibberish
tightness in chest for 12 mins - slight,give_symptom
i have chest pain - very bad!!!,ask_symptom
i hav a rash,ask_symptom
i feel nauseous at home,ask_symptom
i feel weak after food,ask_symptom
i'm short of breath - severe,ask_symptom
i have fever,ask_symptom
"so, i have fever",ask_symptom
??!!??,gibberish
i'm coughing,ask_symptom
diarrhea 4 times - moderate!?,give_symptom
diarrhea 4 times for 4 days!!,give_symptom
pls thanks a lot,thanks
unconscious,emergency
my throat hurts for 24 hrs - mild,ask_symptom
zzzzzzzz #@@@e,gibberish
loremipsumdolor l1k,gibberish
high temp 39C for 3 mns t hom,give_symptom
"pls help, cya!!!",goodbye
"btw, i have a rash",ask_symptom
goodbye!?,goodbye
zzzzzzzz kqra21aw,gibberish
i have a headache...,ask_symptom
asd asd asd,gibberish
ggggggg,gibberish
i feel nauseous!?,ask_symptom
hello,greet
zzzzzzzz dq1!2qdd#@5s,gibberish
high temp 39C for 3 days,give_symptom
 have chest pan after exrcis...,ask_symptom
"so, i have a rash for 12 hrs",ask_symptom
help! can't breathe - severe at home!?,emergency
thx,thanks
i feel weak - mild?,ask_symptom
bp bp 150/90 for 1 mins,give_symptom
"hey, hey...",greet
i have fever for 3 days - severe,ask_symptom
severe burn for 6 hrs?,emergency
"yo, feeling dizzy",ask_symptom
i have fver,ask_symptom
i'm coughing,ask_symptom
ggggggg,gibberish
qwrty 123,gibberish
i'm short of breath at home,ask_symptom
THANKS!!,thanks
loremipsumdolor aw3rkg,gibberish
i feel nauseous for 24 hrs?,ask_symptom
!!!@@@ 5lwg5q21,gibberish
ggggggg,gibberish
coughing for 3 hrs for 2 days,give_symptom
"y, i hav fever - very bad...",ask_symptom
!!!@@@ @a!1,gibberish
ggggggg,gibberish
zzzzzzzz,gibberish
thanks :)!?,thanks
"pls help, help! can't breathe for 4 mins?",emergency
hiya,greet
"hi, i have a rash for 24 days",ask_symptom
"so, felng dizzy - mdert",ask_symptom
vomiting now!?,give_symptom
asd asd asd,gibberish
"y, hav CHST pan for 3 days",ask_symptom
blood prssre 150/90!!,give_symptom
coughing for 3 hrs,give_symptom
pls help! cn't brethe,emergency
"hey, sevr chest pain",emergency
by by,goodbye
skin itching after food - very bad!?,give_symptom
unconscious!!!,emergency
vomiting nw for 2 days!?,give_symptom
vomiting now - mild,give_symptom
 hv a hadch - moderate,ask_symptom
"btw, diarrhea 4 times",give_symptom
bye bye,goodbye
yo,greet
hjkl; 098 2f2jjsw4,gibberish
hjkl; 098 elas!!e5rf,gibberish
bp bp 150/90 in office,give_symptom
i have chest pain,ask_symptom
"pls help, see ya",goodbye
severe bleeding,emergency
sore throat since morning for 2 days,give_symptom
hjkl; 098,gibberish
heart rate 110 bpm for 24 hrs,give_symptom
"so, high temp 39C - very bad...",give_symptom
sup,greet
random noise 890,gibberish
yo,greet
hjkl; 098,gibberish
THANKS a lt,thanks
i have a headache,ask_symptom
i feel weak - slight,ask_symptom
!!!@@@,gibberish
severe bleeding - severe!!!,emergency
i have a headache,ask_symptom
"so, hey there",greet
ty,thanks
"pls help, diarrhea 4 times for 2 mins",give_symptom
high temp 39C for 4 hrs,give_symptom
i have a headache for 24 days,ask_symptom
talk later,goodbye
skn itching after food for 4 days - slght,give_symptom
cya...,goodbye
"hi, tightnss in chst for 2 mns",give_symptom
vomiting now,give_symptom
zzzzzzzz 4f5dag@1j,gibberish
blarg blap fe3w3rgl5,gibberish
"pls help, cheers",thanks
i have a headache - moderate,ask_symptom
i have fever,ask_symptom
blood bp 150/90 for 24 mins,give_symptom
high temp 39C for 6 hrs,give_symptom
"so, sore throat since morning",give_symptom
thanks :),thanks
"hi, yo",greet
??!!??,gibberish
blarg blap,gibberish
zzzzzzzz efe,gibberish
help! can't breathe,emergency
i'm coughing for 6 days,ask_symptom
frewell,goodbye
loremipsumdolor,gibberish
pls i feel weak for 24 mins - mild!!!,ask_symptom
random noise 890 @3hlfhflq@q,gibberish
i hav chest pin for 6 hrs,ask_symptom
qwrty 123 !3##4k,gibberish
random noise 890,gibberish
!!!@@@,gibberish
i fl wek - sver,ask_symptom
skin itching after food - severe,give_symptom
cya,goodbye
!!!@@@,gibberish
hjkl; 098,gibberish
sup,greet
random noise 890,gibberish
tightness in chest for 1 hrs,give_symptom
!!!@@@,gibberish
i feel weak for 6 days,ask_symptom
i have a headache!!!,ask_symptom
thx,thanks
severe burn,emergency
qwrty 123,gibberish
severe chest pain for 2 days,emergency
hey thre,greet
"pls help, ttyl!!!",goodbye
cy,goodbye
"hy, hgh temp 39C for 12 hrs after xrcse",give_symptom
i'm coughing for 1 days - mild,ask_symptom
hart rte 110 bpm in ffic...,give_symptom
i'm short of breath for 4 days,ask_symptom
good morning,greet
i feel nauseous for 3 mins...,ask_symptom
loss sob vision for 2 days,emergency
ty,thanks
??!!??,gibberish
i hve  rash for 12 hrs,ask_symptom
asd asd asd,gibberish
hjkl; 098,gibberish
my throat hurts for 4 days,ask_symptom
diarrhea 4 times for 1 mins!!!,give_symptom
suddn paralysis,emergency
chers,thanks
thnks a lot,thanks
hi,greet
MUCH appreciated,thanks
bye,goodbye
blood pressure 150/90 for 4 mins,give_symptom
blarg blap,gibberish
qwrty 123,gibberish
ttyl,goodbye
i have fever after food,ask_symptom
i have fever for 12 mins,ask_symptom
i have a rash?,ask_symptom
i'm coughing - moderate,ask_symptom
??!!??,gibberish
i have a headache!!!,ask_symptom
"hey, good evening",greet
hjkl; 098,gibberish
severe chest pain for 6 mins,emergency
i'm short of breath - very bad!!!,ask_symptom
asd asd asd !f3!dl5s1sde,gibberish
skin itching after food,give_symptom
high temp 39C for 6 days,give_symptom
vomiting now after food,give_symptom
!!!@@@,gibberish
"pls help, i have a headache for 4 days?",ask_symptom
good morning,greet
i'm short of breath - severe in office,ask_symptom
hjkl; 098 2qkh2l4k4rs@,gibberish
qwrty 123,gibberish
hjkl; 098 @35,gibberish
hey there,greet
diarrhea 4 times for 2 mins,give_symptom
coughing for 3 hrs for 12 days,give_symptom
thank you,thanks
bye bye,goodbye
"so, thanks :)",thanks
random noise 890 swkw1hhh,gibberish
i feel weak for 4 hrs!!,ask_symptom
severe allergic reaction for 12 days - mild,emergency
i've had fever for 2 days - moderate,give_symptom
"so, thanks?",thanks
good MRNING,greet
farewell!?,goodbye
feeling dizzy after exercise,ask_symptom
qwrty 123,gibberish
"pls help, FAREWELL",goodbye
random noise 890,gibberish
 have  rash,ask_symptom
i have fever,ask_symptom
"hi, my throat hurts for 1 hrs",ask_symptom
loremipsumdolor hh2kh,gibberish
asd asd asd fslasewqa33f,gibberish
high temp 39C for 24 mins in office,give_symptom
"pls help, i have a rash - very bad",ask_symptom
heart rate 110 bpm for 24 days,give_symptom
coughing for 3 hrs for 3 mins,give_symptom
feeling dizzy for 4 hrs in OFFICE,ask_symptom
my throat hurts - severe,ask_symptom
hey thre,greet
vomiting now for 2 mins - severe,give_symptom
my throat hurts,ask_symptom
ty,thanks
"pls help, bye bye",goodbye
bp pressure 150/90 - slight!!!,give_symptom
blood pressure 150/90,give_symptom
sup...,greet
i have chest pain for 1 hrs,ask_symptom
skin itching after food - slight,give_symptom
coughing for 3 hrs - slight at home,give_symptom
talk later,goodbye
i feel nauseous after EXERCISE,ask_symptom
i have a rash for 2 hrs,ask_symptom
blarg blap frl53j,gibberish
hjkl; 098,gibberish
blarg blap s@4!5,gibberish
ggggggg h2k,gibberish
!!!@@@,gibberish
i'm short of sob - slight,ask_symptom
"hi, i'm coughing for 4 days after exercise",ask_symptom
hey there?,greet
i'm shrt of brth for 2 dys,ask_symptom
"btw, i have a headache",ask_symptom
cheers,thanks
much appreciated,thanks
hjkl; 098,gibberish
ty,thanks
i feel weak,ask_symptom
"PLS hlp, svere llergic reactin for 1 mns!?",emergency
random noise 890 2a@,gibberish
zzzzzzzz,gibberish
vomiting now!!!,give_symptom
collapse for 2 days,emergency
i'm coughing - very bad,ask_symptom
skin itching after food,give_symptom
"hey, hlp! cn't breth?",emergency
heart rate 110 bpm,give_symptom
random noise 890,gibberish
i have fever for 3 hrs?,ask_symptom
i have chest pain for 6 hrs,ask_symptom
hjkl; 098,gibberish
random noise 890 dhw#3qrl1,gibberish
i fel nuseos fr 6 hrs,ask_symptom
TY,thanks
cya,goodbye
i have a rash for 12 hrs,ask_symptom
i'm coughing!!,ask_symptom
??!!??,gibberish
BLOOD pressure 150/90,give_symptom
i have a rash for 6 hrs - moderate,ask_symptom
much appreciated,thanks
qwrty 123,gibberish
diarrhea 4 times for 3 hrs,give_symptom
i have a rash at home,ask_symptom
i feel weak for 2 hrs after exercise,ask_symptom
"btw, i have FEVER",ask_symptom
i'm coughing for 6 days,ask_symptom
"hey, tightness in chest",give_symptom
i have chest pain,ask_symptom
diarrhea 4 times,give_symptom
i have fvr for 4 days,ask_symptom
goodbye,goodbye
i'm coughing at home,ask_symptom
zzzzzzzz wfdwf1gljlf,gibberish
random noise 890,gibberish
much appreciated,thanks
hjkl; 098 rqjf5ge@#a4,gibberish
i feel nauseous for 1 days - moderate,ask_symptom
"yo, skin itching after food",give_symptom
my throat hurts for 1 days,ask_symptom
high temp 39C for 24 DAYS - very bad,give_symptom
i feel nauseous for 1 mins - severe,ask_symptom
i feel weak for 1 hrs!?,ask_symptom
hjkl; 098 @5kr,gibberish
loremipsumdolor dw3k1rj!,gibberish
blarg blap eg24,gibberish
coughing for 3 hrs,give_symptom
thx,thanks
collapse for 6 mins - mild in office!?,emergency
"hey, feeling dizzy",ask_symptom
loremipsumdolor,gibberish
hr bpm 110 bpm fr 2 days at home,give_symptom
coughing for 3 hrs for 24 days - very bad...,give_symptom
i feel nauseous,ask_symptom
tightness in chest,give_symptom
qwrty 123,gibberish
thanks,thanks
thank you,thanks
my throat hurts for 2 days,ask_symptom
"hey, hi",greet
asd asd asd wfhj#re51#rd,gibberish
severe bleeding - slight after exercise,emergency
my throat hurts for 12 days,ask_symptom
pls tightness in chest,give_symptom
blood pressure 150/90,give_symptom
i have a headache for 24 mins,ask_symptom
sudden paralysis,emergency
tightness in chest for 12 mins in office,give_symptom
unconscious after food,emergency
"hey, i feel weak",ask_symptom
blood pressure 150/90,give_symptom
thanks :),thanks
ggggggg 3jge#1jld2,gibberish
"yo, sevr bleding",emergency
hello,greet
i hv fver,ask_symptom
random noise 890,gibberish
loss of vision for 4 hrs,emergency
sver bleding,emergency
thx,thanks
asd asd asd,gibberish
"hi, MY throat hurts?",ask_symptom
"btw, hey",greet
sudden paralysis at home,emergency
"so, i feel weak for 6 days after exercise",ask_symptom
tightness in CHEST - severe,give_symptom
blarg blap l5#2j#,gibberish
i've had fever for 2 DAYS!!,give_symptom
ttyl!!!,goodbye
sore throat since morning,give_symptom
sup,greet
i've had fever for 2 days - slight fter xercise?,give_symptom
i have chest pain,ask_symptom
"hi, i fl nasous",ask_symptom
"yo, SUP",greet
hgh tmp 39C for 3 hrs,give_symptom
"yo, i'v hd fever for 2 days fr 12 hrs...",give_symptom
loss of VISION at home,emergency
i've had fever for 2 days for 1 hrs,give_symptom
thanks a lot!!,thanks
"hi, god evnng",greet
HEY there,greet
severe bleeding for 4 days,emergency
i feel weak,ask_symptom
"so,  hv a rash",ask_symptom
asd asd asd,gibberish
severe bleeding,emergency
asd asd asd,gibberish
thank you,thanks
"HI, i'm short of breath for 2 days",ask_symptom
"so, hi!!",greet
tightness in chest for 6 mins,give_symptom
hjkl; 098,gibberish
i have a headache,ask_symptom
ty!!,thanks
random noise 890 l#rs5l,gibberish
"so, i have a headache",ask_symptom
high temp 39C!!,give_symptom
sup!!!,greet
feeling dizzy for 4 hrs in office,ask_symptom
i feel nauseous while sleeping,ask_symptom
i have chest pain - moderate,ask_symptom
skin itching after food for 2 mins,give_symptom
!!!@@@,gibberish
coughing for 3 hrs - slight,give_symptom
i feel nauseous!?,ask_symptom
"hey, i have a headache",ask_symptom
i feel nauseous at home!!,ask_symptom
i feel weak - very bad!?,ask_symptom
sudden paralysis,emergency
vomiting now for 12 mins,give_symptom
"pls help, yo",greet
"hey, collapse for 4 days!!!",emergency
 fl nausus,ask_symptom
heart rate 110 bpm - very bad after exercise,give_symptom
ty,thanks
pls i hav chst pan?,ask_symptom
hjkl; 098,gibberish
"btw, feeling dizzy for 24 mins?",ask_symptom
i feel nauseous,ask_symptom
i've had fvr for 2 days,give_symptom
pls i've had fever for 2 days for 4 hrs,give_symptom
severe chest pain for 1 days,emergency
blarg blap,gibberish
sore throat since morning,give_symptom
THANKS,thanks
"hi, coughing for 3 hrs at home",give_symptom
thank you,thanks
my throat hurts - very bad?,ask_symptom
qwrty 123,gibberish
diarrhea 4 times - moderate,give_symptom
i have fever,ask_symptom
HI,greet
thanks a lot?,thanks
my throat HURTS after food,ask_symptom
hjkl; 098 lja1@##dw,gibberish
thx?,thanks
HEART rate 110 bpm for 2 days!!!,give_symptom
"hi, i have a rash for 24 hrs - slight",ask_symptom
hi,greet
good evening?,greet
"btw,  hav chest pain",ask_symptom
heart rate 110 bpm,give_symptom
feeling dizzy for 4 days!!!,ask_symptom
"hey, thanks a lot",thanks
tightness in chest,give_symptom
??!!??,gibberish
blood pressure 150/90 in office,give_symptom
severe chest pain!?,emergency
ttyl,goodbye
i'm short sob breath - mild,ask_symptom
hey there,greet
i have fever,ask_symptom
hart rat 110 bpm - slight,give_symptom
qwrty 123,gibberish
skin tchng after fod for 6 days,give_symptom
vomiting now fr 2 mns,give_symptom
morning?,greet
vomiting now for 1 days,give_symptom
good evening,greet
i feel nauseous for 6 mins!!!,ask_symptom
pls good morning,greet
severe bleeding - mild!!!,emergency
tightness in chest AFTER exercise,give_symptom
my throat hurts for 1 mins after exercise!!!,ask_symptom
my throat HURTS,ask_symptom
feeling dizzy for 4 HRS,ask_symptom
high temp 39C at home!!,give_symptom
skin itching aftr food - svere,give_symptom
cya,goodbye
"h,  hv a rsh for 6 days",ask_symptom
"hi, i'v hd fevr fr 2 days fr 4 mins n ffice",give_symptom
"btw, THANKS a lot",thanks
coughing for 3 hrs for 6 days after food,give_symptom
tightness in chest,give_symptom
i feel weak - very bad after exercise!!,ask_symptom
I have a rash!!!,ask_symptom
i have chest pain for 6 hrs...,ask_symptom
"btw, skin itching after food for 12 hrs",give_symptom
i have a headache for 2 mins!?,ask_symptom
??!!??,gibberish
blarg blap,gibberish
!!!@@@,gibberish
hjkl; 098 @we4#q@e,gibberish
my throat hurts for 6 days - very bad after exercise,ask_symptom
qwrty 123,gibberish
"btw, diarrhea 4 times for 6 hrs at home?",give_symptom
i have chest pain for 12 days,ask_symptom
"HI, talk later",goodbye
'm shrt of breath for 2 days,ask_symptom
sore throat since morning for 4 days,give_symptom
heart rate 110 bpm for 2 days after exercise!!,give_symptom
sore throat since morning for 6 days,give_symptom
feeling dizzy,ask_symptom
!!!@@@,gibberish
asd asd asd,gibberish
"pls help, good morning",greet
see y,goodbye
sore throat since morning for 24 mins,give_symptom
hiya,greet
i'm short of breath for 24 mins,ask_symptom
bye by,goodbye
"hey, i have fever for 1 hrs - mild!!",ask_symptom
i have fvr after food,ask_symptom
"so, thanks a lot",thanks
coughing for 3 hrs for 3 days,give_symptom
blood pressure 150/90 for 6 days,give_symptom
ggggggg,gibberish
!!!@@@,gibberish
ggggggg qj#43#hla,gibberish
zzzzzzzz !3#jdr@2e3,gibberish
GOOD evening,greet
severe chst pin for 24 mins ftr exrcise,emergency
I feel nauss,ask_symptom
bye bye!!,goodbye
"yo, ttyl",goodbye
tightness in chest?,give_symptom
i have a headache for 24 mins,ask_symptom
"yo, severe bleeding",emergency
"so, sudden paralysis - severe",emergency
loss of vision!!,emergency
coughng fr 3 hrs - mild,give_symptom
blood pressure 150/90,give_symptom
qwrty 123,gibberish
blood pressure 150/90 for 12 hrs,give_symptom
i have a headache - slight after exercise,ask_symptom
hi,greet
SORE throat since morning - slight,give_symptom
"hey, coughing for 3 hrs?",give_symptom
"yo, heart rate 110 bpm for 4 mins after food",give_symptom
ggggggg,gibberish
i'v had fver for 2 days,give_symptom
!!!@@@,gibberish
thx,thanks
i have a headache,ask_symptom
tightness in chest for 2 days - slight,give_symptom
blarg blap,gibberish
blarg blap,gibberish
hello,greet
talk later,goodbye
i have a headache,ask_symptom
drrhea 4 tmes,give_symptom
"pls help, i fel weak",ask_symptom
"yo, bye!!",goodbye
"so, ttyl",goodbye
qwrty 123 k1jl,gibberish
"pls help, my throat hurts for 6 days",ask_symptom
sup,greet
"hi, i'm short sob breath",ask_symptom
i have a rash for 2 hrs,ask_symptom
hey there,greet
loss sb visin,emergency
 hve a headache after xercise!!,ask_symptom
hjkl; 098,gibberish
random noise 890,gibberish
ggggggg 41h,gibberish
i'm short of breath,ask_symptom
"btw, good evening",greet
pls i have a headache,ask_symptom
"yo, loss of vision for 12 days at home",emergency
 hve  rsh for 1 hrs while slepng,ask_symptom
hiya,greet
ggggggg,gibberish
THANKS a lot,thanks
zzzzzzzz s#@dfe,gibberish
yo,greet
collapse,emergency
i have chest pain,ask_symptom
!!!@@@,gibberish
"hey, 'm coghing t hme",ask_symptom
"y, cheers",thanks
i feel weak - very bad,ask_symptom
loremipsumdolor 324aqglj522,gibberish
talk later,goodbye
loremipsumdolor,gibberish
i'm coughing for 6 days,ask_symptom
thanks a lot,thanks
i have chest pain,ask_symptom
diarrhea 4 times after exercise!!!,give_symptom
i have a headache,ask_symptom
heart rate 110 bpm for 24 hrs!?,give_symptom
severe allergic reaction - slight,emergency
i feel nauseous,ask_symptom
"pls hlp,  feel wek fr 6 hrs - slight!!!",ask_symptom
diarrhea 4 tmes for 3 days - moderate!!,give_symptom
qwrty 123,gibberish
i feel nauseous,ask_symptom
bye bye,goodbye
severe chest pain...,emergency
see ya,goodbye
"btw, i feel nauseous - mild...",ask_symptom
i feel weak,ask_symptom
much appreciated,thanks
cheers,thanks
"hey, sore throat since morning for 3 mins",give_symptom
loss of vision for 3 days,emergency
vomiting now for 6 mins!!,give_symptom
thanks a lot,thanks
chrs,thanks
i'm short of breath,ask_symptom
heart rate 110 bpm?,give_symptom
thnks,thanks
i have a headache for 2 days?,ask_symptom
"yo, sore throat since morning!?",give_symptom
diarrhea 4 TIMES,give_symptom
pls i feel weak for 24 mins,ask_symptom
hr hr 110 bpm - slight,give_symptom
feeling dizzy - slight?,ask_symptom
qwrty 123 afql1!5j@2,gibberish
i have a rash after exercise!!!,ask_symptom
rgent amblanc!!,emergency
i feel nauseous - very bad,ask_symptom
i feel weak,ask_symptom
hey there,greet
"pls help, i've had fever for 2 days for 1 mins - severe!!",give_symptom
ggggggg,gibberish
zzzzzzzz,gibberish
FEELING dizzy for 6 hrs,ask_symptom
"btw, thx",thanks
thanks!!!,thanks
hey,greet
 have fevr,ask_symptom
i'm coughing - severe,ask_symptom
loremipsumdolor,gibberish
help! can't breathe for 6 mins...,emergency
"yo, tightness in chest",give_symptom
loss of vision for 4 hrs after exercise,emergency
zzzzzzzz e!j2w,gibberish
"so, high temp 39C",give_symptom
"yo, i have chest PAIN...",ask_symptom
"yo, help! can't breathe for 24 hrs",emergency
"so, severe chest pain for 2 hrs",emergency
pls vomiting now - severe,give_symptom
yo,greet
hiya,greet
i'm coughing for 4 mins,ask_symptom
hart rate 110 bpm for 6 mins - very bad,give_symptom
blarg blap,gibberish
i'm coughing while sleeping,ask_symptom
"hi, severe chest pain for 1 hrs",emergency
"s, i fel nuseous?",ask_symptom
my throat hurts,ask_symptom
"btw, cya!!",goodbye
goodbye!!,goodbye
coughing for 3 hrs,give_symptom
diarrhea 4 times,give_symptom
hey there,greet
i have a headache for 4 mins after exercise,ask_symptom
diarrhea 4 times while sleeping,give_symptom
"pls help, skin itching after food - moderate while sleeping",give_symptom
sore throat SINCE morning for 6 hrs,give_symptom
tightness in chest for 24 mins,give_symptom
"yo, help! can't breathe after exercise!!!",emergency
thanks!!,thanks
i feel weak,ask_symptom
pls i have chest pain,ask_symptom
random noise 890,gibberish
qwrty 123,gibberish
??!!?? jw25gg1d2wr@,gibberish
coughing for 3 hrs,give_symptom
i have FEVER for 3 hrs,ask_symptom
i have fever for 1 mins in office,ask_symptom
skin itching after food for 6 mins,give_symptom
ty,thanks
i have fever for 4 hrs - moderate,ask_symptom
"hey, i have a rash for 3 mins...",ask_symptom
severe bleeding...,emergency
"so, cya",goodbye
feeling dizzy,ask_symptom
i'm short of breath - moderate!!,ask_symptom
thx!!!,thanks
i feel weak,ask_symptom
ggggggg,gibberish
!!!@@@ hr3r#5jkj2,gibberish
coughing for 3 hrs!?,give_symptom
severe burn for 24 hrs,emergency
good morning?,greet
qwrty 123 f3f,gibberish
ttyl,goodbye
asd asd asd,gibberish
feeling dizzy!?,ask_symptom
ggggggg dhka,gibberish
skin itching after food,give_symptom
HELLO,greet
skin itching ftr fod,give_symptom
"pls help, goodbye!!",goodbye
thanks a lot,thanks
sudden paralysis?,emergency
??!!??,gibberish
